snn.098_1606786,Bag,Backpack
snn.047_1960892b,Bag,Backpack
snn.265_567558b,Bag,Backpack
snn.521_360253,Bag,Backpack
snn.251_768829b,Bag,Backpack
snn.231_934338,Bag,Backpack
snn.237_1010818,Bag,Backpack
snn.096_1698467b,Bag,Bag
snn.251_760916b,Bag,Suitcase
snn.109_7398,Bag,Bag
snn.086_36615b,Bag,Backpack
snn.213_20568b,Bag,Bag
snn.109_9234,Bag,Suitcase
snn.082_275,Bag,Bag
snn.246_669997b,Bag,Backpack
snn.240_841781b,Bag,Bag
snn.005_1078561,Bag,Bag
snn.041_925049b,Bag,Bag
snn.080_466,Bag,Suitcase
snn.246_669997,Bag,Backpack
snn.073_443,Bag,Bag
snn.041_2272273b,Bag,Bag
snn.231_934338b,Bag,Backpack
snn.054_1981594b,Bag,Bag
snn.041_2221064b,Bag,Bag
snn.272_837228b,Bag,Bag
snn.213_33593,Bag,Backpack
snn.217_49969,Bag,Bag
snn.213_33593b,Bag,Backpack
snn.528_1935903,Bag,Backpack
snn.237_1361778b,Bag,Bag
snn.096_1698467,Bag,Bag
snn.025_1151952,Bag,Backpack
snn.096_1702458,Bag,Bag
snn.209_41025b,Bag,Backpack
snn.087_1786388b,Bag,Bag
snn.086_36064,Bag,Bag
snn.227_841576,Bed,Bed
snn.089_2567236,Bed,Bed
snn.109_5155,Bed,Bed
snn.096_710477,Bed,Bed
snn.265_358734b,Bed,Bed
snn.109_2039b,Bed,Bed
snn.093_17296,Bed,Bed
snn.021_286,Bed,Bed
snn.240_476052b,Bed,Bed
snn.093_17296b,Bed,Bed
snn.005_610041,Bed,Bed
snn.273_473241,Bed,Bed
snn.246_831206,Bed,Bed
snn.249_818466,Bed,Bed
snn.065_1691285,Bin,RoundBin
snn.617_1452658,Bin,RoundBin
snn.062_359,Bin,SquareBin
snn.237_377902b,Bin,RoundBin
snn.700_563149,Bin,SquareBin
snn.086_37173b,Bin,SquareBin
snn.043_315,Bin,RoundBin
snn.206_2368372b,Bin,SquareBin
snn.322_19543,Bin,SquareBin
snn.231_1644844,Bin,RoundBin
snn.270_1171359,Bin,SquareBin
snn.057_645956,Bin,RoundBin
snn.021_258,Bin,SquareBin
snn.098_1687668,Bin,SquareBin
snn.251_841282b,Bin,RoundBin
snn.237_377902,Bin,RoundBin
snn.092_825714,Bin,SquareBin
snn.209_25377b,Bin,SquareBin
snn.030_1337988,Bin,RoundBin
snn.065_1759299,Bin,RoundBin
snn.209_7416,Bin,SquareBin
snn.080_515,Bin,SquareBin
snn.273_838567,Bin,RoundBin
snn.096_1697002,Bin,SquareBin
snn.255_622825,Bin,SquareBin
snn.252_1433657,Bin,RoundBin
snn.617_2094973,Bin,RoundBin
snn.209_7416b,Bin,SquareBin
snn.069_5787,Bin,SquareBin
snn.096_1697002b,Bin,SquareBin
snn.246_929332,Bin,SquareBin
snn.036_659b,Bin,SquareBin
snn.265_1510388b,Bin,RoundBin
snn.065_1759299b,Bin,RoundBin
snn.109_5812,Bin,RoundBin
snn.265_1200490b,Bin,SquareBin
snn.270_1324001,Bin,RoundBin
snn.086_37173,Bin,SquareBin
snn.093_45594b,Bin,RoundBin
snn.057_645956b,Bin,RoundBin
snn.237_197889b,Book,Book
snn.047_1418676b,Book,Book
snn.201_5261b,Book,Book
snn.054_1771276b,Book,Books
snn.086_5011b,Book,Book
snn.036_516b,Book,Book
snn.032_469,Book,Books
snn.036_806b,Book,Books
snn.227_343813b,Book,Book
snn.032_494,Book,Books
snn.237_164869b,Book,Books
snn.041_1797614b,Book,Books
snn.206_2288333b,Book,Book
snn.047_886108b,Book,Book
snn.047_798428b,Book,Book
snn.078_293442,Book,Book
snn.086_287393b,Book,Book
snn.032_441,Book,Books
snn.231_1177120b,Book,Book
snn.272_2728323b,Book,Books
snn.263_1280141b,Book,Books
snn.054_1498925b,Book,Book
snn.246_1294826b,Book,Books
snn.096_386566b,Book,Book
snn.078_287974,Book,Book
snn.272_2287305b,Book,Book
snn.036_924717b,Book,Book
snn.201_12471b,Book,Book
snn.240_272597b,Book,Book
snn.054_2551298b,Book,Book
snn.096_420598b,Book,Book
snn.047_1554901b,Book,Book
snn.047_1395312b,Book,Book
snn.237_1261448b,Book,Book
snn.272_2550385b,Book,Book
snn.093_28329b,Book,Book
snn.032_515,Book,Book
snn.047_1436477b,Book,Book
snn.109_2077,Book,Book
snn.265_702036b,Book,Book
snn.036_773360b,Book,Book
snn.265_543828b,Book,Books
snn.032_260,Book,Books
snn.066_139191,Book,Book
snn.047_877406b,Book,Book
snn.109_2077b,Book,Book
snn.096_647860b,Book,Books
snn.032_435,Book,Books
snn.086_37288b,Book,Book
snn.032_371719,Book,Books
snn.096_424445b,Book,Books
snn.206_2180335,Bookshelf,Bookshelf
snn.251_1203948b,Bookshelf,Bookshelf
snn.209_28226b,Bookshelf,Bookshelf
snn.240_297854b,Bookshelf,Bookshelf
snn.043_1265273b,Bookshelf,Bookshelf
snn.021_336,Bookshelf,Bookshelf
snn.272_2359312,Bookshelf,Bookshelf
snn.096_658386b,Bookshelf,Bookshelf
snn.096_354622,Bookshelf,Bookshelf
snn.231_922639b,Bookshelf,Bookshelf
snn.074_292043,Bookshelf,Bookshelf
snn.237_126850,Bookshelf,Bookshelf
snn.054_1937772b,Bookshelf,Bookshelf
snn.614_272843,Bookshelf,Bookshelf
snn.209_24031b,Bookshelf,Bookshelf
snn.005_112312,Bookshelf,Bookshelf
snn.272_2452376b,Bookshelf,Bookshelf
snn.246_191341b,Bookshelf,Bookshelf
snn.015_562206,Bookshelf,Bookshelf
snn.016_303,Bookshelf,Bookshelf
snn.273_355488,Bookshelf,Bookshelf
snn.272_2359312b,Bookshelf,Bookshelf
snn.206_2180335b,Bookshelf,Bookshelf
snn.074_889,Bookshelf,Bookshelf
snn.249_483930,Bookshelf,Bookshelf
snn.225_121021b,Box,PaperBox
snn.087_1978320b,Box,PaperBox
snn.265_714000b,Box,PaperBox
snn.265_1401885b,Box,PaperBox
snn.082_247916,Box,PaperBox
snn.043_276,Box,PaperBox
snn.227_926444b,Box,PaperBox
snn.087_1866763b,Box,PaperBox
snn.054_3179566b,Box,PaperBox
snn.047_622577b,Box,PaperBox
snn.213_37223b,Box,PaperBox
snn.231_832885,Box,PaperBox
snn.082_250123,Box,PaperBox
snn.265_1397322b,Box,PaperBox
snn.265_152542b,Box,TissueBox
snn.086_18866b,Box,PaperBox
snn.209_30428b,Box,PaperBox
snn.246_1321411b,Box,PaperBox
snn.043_323b,Box,PaperBox
snn.272_2322813b,Box,PaperBox
snn.054_1753004b,Box,PaperBox
snn.234_1116893,Box,PaperBox
snn.093_27875b,Box,TissueBox
snn.087_1788817b,Box,PaperBox
snn.082_294,Box,PaperBox
snn.209_7259b,Box,PaperBox
snn.093_28478b,Box,PaperBox
snn.265_751202b,Box,PaperBox
snn.109_1500,Box,PaperBox
snn.047_2012936b,Box,PaperBox
snn.086_4318b,Box,PaperBox
snn.093_25093b,Box,PaperBox
snn.086_4318,Box,PaperBox
snn.041_1314662b,Box,TissueBox
snn.074_608,Box,PaperBox
snn.265_751202,Box,PaperBox
snn.273_522226,Box,PaperBox
snn.093_16805b,Box,TissueBox
snn.032_338,Box,PaperBox
snn.005_1302642,Box,PaperBox
snn.047_1821115b,Box,PaperBox
snn.054_3194884b,Chair,OfficeChair
snn.086_28922,Chair,OfficeChair
snn.526_327211,Chair,OfficeChair
snn.201_17651,Chair,OfficeChair
snn.030_1435016,Chair,OfficeChair
snn.043_487,Chair,OfficeChair
snn.038_540,Chair,OfficeChair
snn.202_1238774,Chair,OfficeChair
snn.076_958638,Chair,OfficeChair
snn.526_902007,Chair,OfficeChair
snn.065_1249074b,Chair,OfficeChair
snn.060_275,Chair,Bench
snn.087_1845118,Chair,OfficeChair
snn.082_448,Chair,OfficeChair
snn.251_362391b,Chair,Stool
snn.524_156722,Chair,OfficeChair
