wss.100f39dce7690f59efb94709f30ce0d2,Chair,OfficeChair
wss.102273fdf8d1b90041fbc1e2da054acb,Light,TableDeskLamp
wss.1022fe7dd03f6a4d4d5ad9f13ac9f4e7,Chair,OfficeChair
wss.1028b32dc1873c2afe26a3ac360dbd4,Chair,OfficeChair
wss.102a6b7809f4e51813842bc8ef6fe18,PCcase,PCcase
wss.104221f8a5b6676aa1dda33d5a7c8c38,Table,RoundTable
wss.106f8b5d2f2c777535c291801eaf5463,Cup,Cup
wss.1074bdcb3c2032fe0f3f8b6e1796773,Storage,ChestOfDrawers
wss.1077080c3c8c6c71bf4af39142c10db1,Desk,OfficeDesk
wss.109db03133db57937ff6ace05b36a5,Storage,ChestOfDrawers
wss.10a885f5971d9d4ce858db1dc3499392,Bag,Suitcase
wss.10adc13570a8b6e3bcceec49967c0de7,Chair,Bench
wss.10b20f680011a4d7683d931288a9d25a,Display,TV
wss.10b43623dbc8ab25ad5067eac75a07f7,Chair,Bench
wss.10c484963692d3c87d40405e5ee68b4f,Storage,ChestOfDrawers
wss.10d174a00639990492d9da2668ec34c,Chair,OfficeChair
wss.10dbd3853ac93147a616caf97d73fa02,Display,TV
wss.10de9af4e91682851e5f7bff98fb8d02,Chair,OfficeChair
wss.10eb10fe18126d45b97ad864945165a1,Bookshelf,Bookshelf
wss.10eef2596b7d3a80afa3b1b4d906a5ac,Bin,RoundBin
wss.10f6e09036350e92b3f21f1137c3c347,Cup,Cup
wss.10fb3744be2144e3cb2a965e75be701c,Bin,RoundBin
wss.110ddaf4740511d59a1974f504647073,Book,Books
wss.111720e8cd4c613492d9da2668ec34c,Chair,OfficeChair
wss.11183af410a81c186f525e79a05bbcb3,Book,Book
wss.112e1ee87d1d12f814659d605ff53c6f,Light,FloorLamp
wss.11358c94662a68117e66b3e5c11f24d4,Chair,OfficeChair
wss.115136d967aafb7d58a311513e993aad,Oven,Oven
wss.11525a18678f7ce6ae1e1181f20bb9c8,Chair,OfficeChair
wss.1165e8de3cee9f706314698551cd43b,Light,TableDeskLamp
wss.116bcb3b43de74b9df9054bbcf5c6adc,Chair,OfficeChair
wss.118083b82350b53cb23e7e4bd2944793,Display,Monitor
wss.119555fb4ed6493384d1ef0fd09b636c,Bed,Bed
wss.119ddb219f69b1cc492d9da2668ec34c,Chair,OfficeChair
wss.11b54e1530c17829ec4bb690ca24962,Table,RoundTable;RegularTableWithSeats
wss.11b722334fe272e2b7802e8eb74a6704,Bed,Bed
wss.11d2b7d8c377632bd4d8765e3910f617,Bin,SquareBin
wss.11e98db089a66426ad5067eac75a07f7,Chair,Bench
wss.11fa9b044482814ef91663a74ccd2338,Chair,OfficeChair
wss.12193ca7bef40d40a84aed1cd93567b2,Table,RegularTable
wss.121cf1ae08740534b8183a4a81361b94,Bin,SquareBin
wss.12238fe70f20f94613048bc4381266fe,Storage,MediaStorage
wss.1223b9275d2a2edacd4833986a6efe96,Table,RegularTable
wss.122c2614d9b5b0bc3a00cfa3e3cb7dc5,Bin,RoundBin
wss.1271008cb91e253bad5067eac75a07f7,Chair,Bench
wss.127aff49c9378499ae685ca100c909e8,Light,TableDeskLamp
wss.1285f0a36d2836ba9b426f5f965c4d47,Light,TableDeskLamp
wss.128ecbc10df5b05d96eaf1340564a4de,Cup,Cup
wss.12917ced4d5465c5f08b8467bda831,Storage,ChestOfDrawers
